,Route,Ward,District,Price,Type Of New,Type Of Estate,Owned,Legal,Square,Width,Length,Floors,Bedrooms,Direction,Road,DinningRoom,Kitchen,Terrace,Garage
90,Đường Nguyễn Phước Lan, Phường Hòa Xuân, Quận Cẩm Lệ,23500000000.0,Cần bán,"Đất nền, liền kề, đất dự án",Missing value,Sổ hồng/ Sổ đỏ,200.0,10.0,20.0,2.7620345140781106,4.425570776255708,Tây Nam,7.5,Missing value,Missing value,Missing value,Missing value
91,Đường K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,4850000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Bắc,10.0,Missing value,Missing value,Missing value,Missing value
92,Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê,8000000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,75.0,5.0,15.0,5.0,7.0,Bắc,5.5,Y,Y,Y,Y
93,Đường Nại Hiên Đông 9, Phường Nại Hiên Đông, Quận Sơn Trà,3750000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,72.0,4.0,18.0,2.0,3.0,Tây Nam,5.5,Missing value,Missing value,Missing value,Missing value
94,Đường Võ An Ninh, Phường Hòa Xuân, Quận Cẩm Lệ,5700000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Giấy tờ hợp lệ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Bắc,10.0,Missing value,Missing value,Missing value,Missing value
95,Đường Mỹ An 12, Phường Mỹ An, Quận Ngũ Hành Sơn,5870000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,100.0,5.0,20.0,2.0,3.0,Missing value,5.5,Missing value,Missing value,Missing value,Missing value
96,Đường Liêm Lạc 6, Phường Hòa Xuân, Quận Cẩm Lệ,2820000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Nam,5.5,Missing value,Missing value,Missing value,Missing value
97,Đường Trương Công Hy, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,6600000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,105.0,5.0,21.0,3.0,3.0,Tây Nam,7.5,Missing value,Missing value,Missing value,Missing value
98,Đường Hồ Huân Nghiệp, Phường Mỹ An, Quận Ngũ Hành Sơn,5300000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,90.0,5.0,18.0,1.0,2.0,Missing value,5.5,Missing value,Missing value,Missing value,Missing value
99,Đường Dương Đình Nghệ, Phường Phước Mỹ, Quận Sơn Trà,60000000000.0,Cần bán,"Nhà hàng, khách sạn",Missing value,Missing value,180.0,9.0,20.0,10.0,48.0,Missing value,7.5,Missing value,Missing value,Missing value,Missing value
100,Đường Tố Hữu, Phường Hòa Cường Bắc, Quận Hải Châu,8800000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,3.0,3.0,Bắc,7.5,Missing value,Missing value,Missing value,Missing value
101,Đường Mai Chí Thọ, Phường Hòa Xuân, Quận Cẩm Lệ,12300000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,165.0,8.25,20.0,2.7620345140781106,4.425570776255708,Đông Nam,10.0,Missing value,Missing value,Missing value,Missing value
102,Đường Đô Đốc Tuyết, Phường Hòa Xuân, Quận Cẩm Lệ,9500000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,169.0,8.6,20.0,2.0,3.0,Đông Bắc,7.5,Missing value,Missing value,Missing value,Y
103,Đường Thanh Sơn, Phường Thanh Bình, Quận Hải Châu,10000000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,90.0,4.5,20.0,3.0,3.0,Missing value,7.5,Missing value,Missing value,Missing value,Missing value
104,Đường Nguyễn Khắc Cần, Phường Nại Hiên Đông, Quận Sơn Trà,6300000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,125.0,5.0,25.0,1.0,2.0,Đông Bắc,7.5,Missing value,Missing value,Missing value,Missing value
105,Đường Lý Văn Phức, Phường Hòa Hải, Quận Ngũ Hành Sơn,3200000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,90.0,5.0,18.0,2.7620345140781106,4.425570776255708,Đông Nam,7.5,Missing value,Missing value,Missing value,Missing value
106,Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê,16000000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,120.0,4.9,17.5,7.0,18.0,Missing value,15.0,Missing value,Missing value,Missing value,Missing value
107,Đường Nguyễn Xuân Nhĩ, Phường Hòa Cường Nam, Quận Hải Châu,4200000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,56.0,4.0,14.0,2.7620345140781106,3.0,Missing value,7.5,Missing value,Missing value,Missing value,Missing value
108,Đường Kỳ Đồng, Phường Xuân Hà, Quận Thanh Khê,8700000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,100.0,5.0,20.0,2.0,3.0,Missing value,7.5,Missing value,Missing value,Missing value,Missing value
109,Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,4200000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,80.0,4.0,20.0,1.0,1.0,Đông,4.0,Y,Y,Y,Y
110,Đường Khuê Mỹ Đông 5, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,11000000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,175.0,10.0,17.5,2.7620345140781106,4.425570776255708,Tây Bắc,5.5,Missing value,Missing value,Missing value,Missing value
111,Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà,67000000000.0,Cần bán,"Nhà hàng, khách sạn",Missing value,Missing value,292.0,11.0,25.0,5.0,27.0,Missing value,15.0,Missing value,Missing value,Missing value,Missing value
112,Đường Phạm Thị Lam Anh, Phường Hòa Khánh Nam, Quận Liên Chiểu,3000000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,128.0,5.25,25.0,2.0,3.0,Đông Nam,5.5,Missing value,Missing value,Missing value,Missing value
113,Đường Trần Cao Vân, Phường Thanh Khê Đông, Quận Thanh Khê,3900000000.0,Cần bán,Nhà trong hẻm,Missing value,Sổ hồng/ Sổ đỏ,92.0,8.9,11.0,2.0,2.0,Tây Nam,3.0,Missing value,Missing value,Missing value,Missing value
114,Đường Nguyễn Văn Linh, Phường Hòa Thuận Tây, Quận Hải Châu,7990000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Missing value,119.0,5.0,24.0,2.7620345140781106,4.425570776255708,Missing value,7.5,Missing value,Missing value,Missing value,Missing value
115,Đường Võ Sạ, Phường Hòa Xuân, Quận Cẩm Lệ,3150000000.0,Cần bán,Mặt bằng,Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Bắc,7.5,Missing value,Missing value,Missing value,Missing value
116,Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu,4800000000.0,Cần bán,"Đất nền, liền kề, đất dự án",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Nam,25.0,Missing value,Missing value,Missing value,Missing value
117,Đường Trần Phú, Phường Phước Ninh, Quận Hải Châu,41000000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,158.0,6.9,22.0,2.0,3.0,Tây,10.0,Y,Y,Y,Y
118,Đường Tôn Quang Phiệt, Phường Nại Hiên Đông, Quận Sơn Trà,5500000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,90.0,4.5,20.0,2.7620345140781106,4.425570776255708,Tây Nam,7.5,Missing value,Missing value,Missing value,Y
119,Đường Phan Đăng Lưu, Phường Khuê Trung, Quận Cẩm Lệ,21000000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,187.0,7.5,25.0,1.0,2.0,Đông Bắc,15.0,Y,Y,Y,Y
120,Đường Trần Cao Vân, Phường Thanh Khê Đông, Quận Thanh Khê,8900000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,132.0,4.0,30.0,2.0,3.0,Đông Nam,10.0,Missing value,Missing value,Missing value,Missing value
121,Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,8500000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,42.0,4.0,12.0,4.0,3.0,Tây,10.0,Missing value,Missing value,Missing value,Missing value
122,Đường Hà Thị Thân, Phường An Hải Tây, Quận Sơn Trà,11000000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,152.0,7.3,21.0,2.7620345140781106,4.425570776255708,Nam,7.5,Missing value,Missing value,Missing value,Missing value
123,Đường Diệp Minh Châu, Phường Hòa Xuân, Quận Cẩm Lệ,3650000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Giấy tờ hợp lệ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Nam,7.5,Missing value,Missing value,Missing value,Missing value
124,Đường Phạm Xuân Ẩn, Phường Hòa Xuân, Quận Cẩm Lệ,3750000000.0,Cần bán,"Đất nền, liền kề, đất dự án",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Nam,7.5,Missing value,Missing value,Missing value,Missing value
125,Đường Đỗ Quang, Phường Vĩnh Trung, Quận Thanh Khê,5400000000.0,Cần bán,Nhà trong hẻm,Missing value,Sổ hồng/ Sổ đỏ,165.0,11.0,15.0,2.0,3.0,Missing value,2.5,Y,Y,Y,Y
126,Đường Phạm Xuân Ẩn, Phường Hòa Xuân, Quận Cẩm Lệ,3750000000.0,Cần bán,"Đất nền, liền kề, đất dự án",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Nam,7.5,Missing value,Missing value,Missing value,Missing value
127,Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ,6400000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,108.0,5.0,21.0,1.0,3.0,Tây,15.0,Missing value,Missing value,Missing value,Y
128,Đường Huỳnh Tịnh Của, Xã Hòa Phước, Huyện Hòa Vang,2870000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,117.0,5.0,23.5,1.0,3.0,Tây,5.5,Y,Y,Y,Y
129,Đường Hồ Tùng Mậu, Phường Hòa Minh, Quận Liên Chiểu,5300000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,81.0,4.5,18.0,2.7620345140781106,4.425570776255708,Tây Bắc,10.0,Missing value,Missing value,Missing value,Y
130,Đường Xuân Thiều 17, Phường Hòa Hiệp Nam, Quận Liên Chiểu,3150000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,75.0,6.0,12.5,2.7620345140781106,4.425570776255708,Tây Bắc,3.7,Missing value,Missing value,Missing value,Y
131,68 Đường Song Hào, Phường Hòa Hải, Quận Ngũ Hành Sơn,31000000000.0,Cần bán,"Biệt thự, nhà liền kề",Missing value,Sổ hồng/ Sổ đỏ,300.0,15.0,20.0,35.0,5.0,Tây,33.0,Y,Y,Y,Y
132,Đường Trần Thánh Tông, Phường Nại Hiên Đông, Quận Sơn Trà,10000000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,167.0,8.5,20.0,2.7620345140781106,4.425570776255708,Missing value,33.0,Missing value,Missing value,Missing value,Missing value
133,Đường Tôn Quang Phiệt, Phường Nại Hiên Đông, Quận Sơn Trà,5500000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Missing value,90.0,4.5,20.0,2.7620345140781106,4.425570776255708,Missing value,7.5,Missing value,Missing value,Missing value,Missing value
134,Đường Vũ Đình Liên, Phường Hòa Xuân, Quận Cẩm Lệ,5100000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,100.0,5.0,20.0,2.0,3.0,Tây Bắc,7.5,Missing value,Missing value,Missing value,Missing value
135,Đường Phan Thao, Phường Hòa Xuân, Quận Cẩm Lệ,4400000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Missing value,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Bắc,10.0,Missing value,Missing value,Missing value,Missing value
136,Đường Mỹ Đa Đông 11, Phường Mỹ An, Quận Ngũ Hành Sơn,19200000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,240.0,14.86,16.24,2.7620345140781106,4.425570776255708,Tây Nam,5.5,Missing value,Missing value,Missing value,Missing value
137,Đường Nguyễn Văn Linh, Phường Hải Châu I, Quận Hải Châu,29900000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,75.0,5.0,16.0,1.0,1.0,Missing value,33.0,Y,Y,Y,Y
138,Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu,8100000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,62.0,4.8,12.0,5.0,4.0,Missing value,5.5,Missing value,Missing value,Missing value,Missing value
139,Đường Nghiêm Xuân Yêm, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,10300000000.0,Cần bán,"Nhà hàng, khách sạn",Missing value,Sổ hồng/ Sổ đỏ,100.0,6.1715045871559635,16.20350411925779,5.0,11.0,Missing value,10.0,Y,Y,Y,Y
140,Đường Trần Đại Nghĩa, Phường Hòa Hải, Quận Ngũ Hành Sơn,6300000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,140.0,5.3,26.0,2.7620345140781106,4.425570776255708,Nam,33.0,Missing value,Missing value,Missing value,Missing value
141,Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu,2050000000.0,Cần bán,"Đất nền, liền kề, đất dự án",Missing value,Missing value,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Đông Nam,5.5,Missing value,Missing value,Missing value,Missing value
142,Đường Trương Định, Phường Mân Thái, Quận Sơn Trà,12000000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,133.0,7.5,19.6,5.0,5.0,Đông Bắc,10.0,Missing value,Missing value,Missing value,Missing value
143,Đường Âu Dương Lân, Xã Hòa Khương, Huyện Hòa Vang,630000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,120.0,6.0,20.0,2.7620345140781106,4.425570776255708,Missing value,7.5,Missing value,Missing value,Missing value,Missing value
144,Đường Đòan Ngọc Nhạc, Phường Hòa Xuân, Quận Cẩm Lệ,4680000000.0,Cần bán,Nhà mặt tiền,Missing value,Giấy tờ hợp lệ,100.0,5.0,100.0,3.0,3.0,Tây,7.5,Missing value,Missing value,Missing value,Missing value
145,Đường Phạm Tu, Phường Phước Mỹ, Quận Sơn Trà,7800000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,71.0,5.0,14.3,3.0,3.0,Đông,5.5,Missing value,Missing value,Missing value,Missing value
146,Đường Khương Hữu Dụng, Phường Hòa Xuân, Quận Cẩm Lệ,4400000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,100.0,5.0,20.0,2.0,3.0,Đông Nam,7.5,Missing value,Missing value,Missing value,Missing value
147,Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà,14500000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,92.0,4.5,20.0,2.7620345140781106,4.425570776255708,Tây,10.0,Missing value,Missing value,Missing value,Missing value
148,Đường 29/3, Phường Hòa Xuân, Quận Cẩm Lệ,6500000000.0,Cần bán,"Đất nền, liền kề, đất dự án",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Đông Nam,7.5,Missing value,Missing value,Missing value,Missing value
149,Đường Nam Kỳ Khởi Nghĩa, Phường Hòa Hải, Quận Ngũ Hành Sơn,4250000000.0,Cần bán,"Đất nền, liền kề, đất dự án",Missing value,Sổ hồng/ Sổ đỏ,165.0,8.0,21.0,5.0,5.0,Missing value,7.5,Y,Y,Y,Y
150,Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu,2500000000.0,Cần bán,"Đất nền, liền kề, đất dự án",Missing value,Missing value,150.0,7.5,20.0,2.7620345140781106,4.425570776255708,Đông,10.0,Missing value,Missing value,Missing value,Missing value
151,Đường Hồ Tông Thốc, Phường Hòa Cường Bắc, Quận Hải Châu,5700000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,92.0,5.0,18.5,1.0,2.0,Tây Nam,5.5,Missing value,Missing value,Missing value,Y
152,Trung Lương 10, Phường Hòa Xuân, Quận Cẩm Lệ,4500000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Bắc,7.5,Missing value,Missing value,Missing value,Y
153,Đường Hà Đông 3, Phường Xuân Hà, Quận Thanh Khê,5000000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Missing value,5.5,Missing value,Missing value,Missing value,Missing value
154,Đường số 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu,6000000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,300.0,15.0,20.0,2.7620345140781106,4.425570776255708,Đông,15.0,Missing value,Missing value,Missing value,Missing value
155,Đường Ngô Quyền, Phường Mân Thái, Quận Sơn Trà,2950000000.0,Cần bán,Nhà trong hẻm,Missing value,Sổ hồng/ Sổ đỏ,91.0,5.35,17.1,2.7620345140781106,4.425570776255708,Đông Nam,3.0,Y,Y,Missing value,Missing value
156,Đường Ngô Quyền, Phường An Hải Tây, Quận Sơn Trà,8700000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,124.0,5.0,25.0,2.7620345140781106,4.425570776255708,Đông Nam,10.0,Missing value,Missing value,Missing value,Missing value
157,Đường Thủ Khoa Huân, Phường An Hải Đông, Quận Sơn Trà,8700000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,175.0,6.28,30.0,1.0,4.0,Missing value,5.0,Y,Y,Y,Y
158,Đường Nguyễn Văn Linh, Phường Thạc Gián, Quận Thanh Khê,33000000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,120.0,6.1715045871559635,19.444204943109348,4.0,4.0,Missing value,10.0,Missing value,Missing value,Missing value,Missing value
159,Đường Hóa Mỹ, Phường Hòa Minh, Quận Liên Chiểu,4500000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,60.0,5.0,12.0,4.0,4.0,Tây,7.0,Missing value,Missing value,Missing value,Y
160,Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu,3600000000.0,Cần bán,Nhà trong hẻm,Missing value,Sổ hồng/ Sổ đỏ,51.0,5.0,10.0,1.0,2.0,Tây Nam,4.5,Missing value,Missing value,Missing value,Y
161,Đường Minh Mạng, Phường Hòa Quý, Quận Ngũ Hành Sơn,4300000000.0,Cần bán,"Đất nền, liền kề, đất dự án",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Đông Nam,7.5,Missing value,Missing value,Missing value,Missing value
162,Đường Nguyễn Văn Thoại, Phường Mỹ An, Quận Ngũ Hành Sơn,30000000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,127.0,6.0,21.2,2.0,2.0,Đông Bắc,11.0,Y,Y,Y,Y
163,Đường Võ An Ninh, Phường Hòa Xuân, Quận Cẩm Lệ,5700000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Bắc,10.0,Missing value,Missing value,Missing value,Y
164,Đường Nguyễn Văn Thoại, Phường An Hải Đông, Quận Sơn Trà,4300000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,74.0,3.5,21.5,4.0,4.0,Tây Bắc,4.0,Y,Y,Y,Y
165,Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,3000000000.0,Cần bán,Nhà trong hẻm,Missing value,Sổ hồng/ Sổ đỏ,57.0,7.0,9.0,2.0,3.0,Tây,3.0,Y,Y,Y,Y
166,Đường Phạm Tứ, Phường Khuê Trung, Quận Cẩm Lệ,6000000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.0,2.0,Đông Nam,10.0,Missing value,Missing value,Missing value,Y
167,Đại Lộ Trung Lương, Phường Hòa Thọ Đông, Quận Cẩm Lệ,22000000000.0,Cần bán,Nhà mặt tiền,Missing value,Giấy tờ hợp lệ,1.25,5.0,55.0,5.0,5.0,Missing value,5.0,Missing value,Missing value,Missing value,Missing value
168,Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,5000000000.0,Cần bán,"Đất nền, liền kề, đất dự án",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Nam,12.0,Missing value,Missing value,Missing value,Missing value
169,Đường số 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu,2300000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Đông,7.5,Missing value,Missing value,Missing value,Missing value
170,Đường Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu,5490000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,85.0,5.0,17.0,3.0,3.0,Tây Nam,5.5,Y,Y,Y,Y
171,Đường Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn,5000000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,118.0,4.5,26.3,2.7620345140781106,4.425570776255708,Đông Bắc,5.0,Missing value,Missing value,Missing value,Missing value
172,Đường Ngô Thế Vinh, Phường Hòa Thuận Tây, Quận Hải Châu,7000000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,109.0,5.0,21.8,2.7620345140781106,4.425570776255708,Tây Nam,5.5,Missing value,Missing value,Missing value,Missing value
173,Đường Trường Sa, Phường Hòa Hải, Quận Ngũ Hành Sơn,14700000000.0,Cần bán,"Biệt thự, nhà liền kề",Missing value,Sổ hồng/ Sổ đỏ,370.0,15.0,24.0,1.0,1.0,Missing value,4.1,Missing value,Missing value,Missing value,Missing value
174,Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu,550000000.0,Cần bán,Căn hộ chung cư,Missing value,Sổ hồng/ Sổ đỏ,80.0,5.0,16.0,11.0,2.0,Đông,20.0,Missing value,Missing value,Missing value,Missing value
175,Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà,6500000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,80.0,5.0,16.0,2.7620345140781106,4.425570776255708,Tây Nam,7.0,Missing value,Missing value,Missing value,Missing value
